customer_id,age,income_band,city_tier,membership_type,num_visits,days_since_last_purchase,product_categories_purchased,num_transactions,avg_transaction_value,discount_used,total_spend,target
C103804,19.0,Mid,Tier 3,Platinum,28.0,307.0,7.0,6.0,446.12,424.71,2082.08,2378.95
C103805,62.0,Low,Tier 2,Gold,17.0,5.0,3.0,4.0,511.45,216.51,1829.64,1757.54
C103806,23.0,Mid,Tier 1,Silver,19.0,174.0,7.0,3.0,275.4,249.53,451.84,1377.39
C103807,26.0,High,Tier 3,Silver,19.0,17.0,4.0,6.0,176.46,,785.9,1346.27
C103808,45.0,Low,Tier 1,,22.0,110.0,4.0,,,258.49,3123.14,2540.97
C103809,,Mid,Tier 1,Platinum,24.0,98.0,9.0,10.0,712.72,338.19,6608.3,4996.48
C103810,30.0,Low,Tier 2,Gold,12.0,97.0,3.0,5.0,332.05,117.8,1476.87,1337.96
C103811,41.0,High,Tier 2,Gold,11.0,,4.0,1.0,600.92,148.71,429.28,1047.4
C103812,53.0,High,Tier 2,Platinum,16.0,146.0,4.0,4.0,818.92,,3080.64,2428.64
C103813,41.0,Low,Tier 1,,17.0,182.0,5.0,7.0,547.56,215.86,3430.97,2580.78
C103814,38.0,Mid,Tier 1,Silver,21.0,349.0,3.0,2.0,320.77,274.36,416.33,556.93
C103815,21.0,Mid,Tier 1,Platinum,22.0,153.0,3.0,4.0,544.0,264.01,1965.34,1613.86
C103816,41.0,Mid,,Gold,25.0,8.0,6.0,3.0,357.08,312.07,878.5,1638.4
C103817,60.0,Mid,Tier 1,Gold,10.0,213.0,8.0,,441.48,125.56,566.23,972.84
C103818,51.0,Mid,Tier 2,Silver,22.0,110.0,4.0,,407.97,228.79,548.67,1076.75
C103819,65.0,Mid,Tier 1,Silver,14.0,53.0,8.0,3.0,486.91,162.56,1295.88,2008.61
C103820,24.0,Low,Tier 2,Gold,22.0,245.0,8.0,3.0,300.72,226.01,698.67,1557.47
C103821,18.0,Mid,Tier 2,,16.0,251.0,10.0,,460.1,207.81,1180.66,2013.39
C103822,47.0,High,Tier 2,Silver,15.0,127.0,7.0,1.0,465.07,185.58,212.51,1112.19
C103823,27.0,Low,Tier 3,Gold,22.0,78.0,5.0,3.0,228.52,345.39,351.94,1278.19
C103824,49.0,Mid,Tier 1,Silver,16.0,179.0,4.0,3.0,332.08,163.56,1175.94,1318.91
C103825,65.0,Low,Tier 2,Silver,19.0,165.0,5.0,4.0,267.75,230.47,908.57,1365.75
C103826,35.0,High,Tier 2,Gold,29.0,354.0,7.0,8.0,651.17,351.32,4672.3,3823.71
C103827,47.0,Mid,Tier 1,Gold,21.0,12.0,6.0,4.0,535.84,302.29,2023.39,1997.97
C103828,54.0,Mid,Tier 3,Silver,17.0,65.0,6.0,2.0,298.93,238.98,557.6,1399.34
C103829,25.0,Low,Tier 3,Silver,25.0,292.0,6.0,,347.75,343.47,103.58,851.62
C103830,65.0,Mid,Tier 2,Silver,14.0,347.0,2.0,2.0,475.03,168.8,936.6,522.27
C103831,28.0,High,Tier 3,Gold,23.0,229.0,4.0,9.0,410.77,380.75,3596.61,2350.58
C103832,60.0,Mid,Tier 2,Platinum,16.0,115.0,9.0,6.0,465.08,213.45,2611.3,2546.43
C103833,52.0,Mid,Tier 2,Gold,18.0,76.0,9.0,4.0,321.52,,1180.86,1965.59
C103834,25.0,Mid,Tier 1,Gold,25.0,308.0,4.0,8.0,575.27,294.17,4490.6,2985.85
C103835,56.0,Mid,Tier 1,Silver,22.0,220.0,3.0,3.0,380.01,258.49,789.3,1116.19
C103836,28.0,Mid,Tier 1,Silver,23.0,149.0,2.0,7.0,407.18,313.29,2717.84,2109.98
C103837,49.0,Low,Tier 2,Platinum,20.0,159.0,7.0,5.0,468.25,229.53,2135.84,2622.33
C103838,68.0,Low,Tier 2,Silver,16.0,54.0,3.0,3.0,261.58,179.55,721.3,954.99
C103839,68.0,Mid,Tier 1,Silver,15.0,302.0,7.0,4.0,351.04,138.02,,1637.44
C103840,64.0,High,Tier 2,Silver,14.0,,3.0,1.0,,129.06,174.78,405.14
C103841,44.0,High,Tier 1,Gold,11.0,360.0,6.0,6.0,660.35,160.43,3965.36,3205.06
C103842,47.0,High,Tier 2,Silver,17.0,61.0,10.0,3.0,536.55,153.35,1404.31,2531.51
C103843,33.0,Mid,,Silver,19.0,45.0,11.0,2.0,267.29,268.26,299.65,1625.86
C103844,66.0,Low,Tier 2,Gold,20.0,26.0,4.0,8.0,289.08,233.6,2178.99,2386.78
C103845,43.0,Mid,Tier 2,Silver,20.0,179.0,5.0,2.0,195.29,249.21,210.09,662.55
C103846,58.0,High,Tier 2,Silver,,20.0,4.0,7.0,546.22,254.55,3501.02,2603.28
C103847,37.0,Mid,Tier 1,Gold,16.0,94.0,,3.0,369.9,176.94,779.0,1420.01
C103848,57.0,Mid,Tier 2,Platinum,15.0,292.0,6.0,8.0,431.43,194.97,3157.38,2392.78
C103849,29.0,Mid,Tier 3,Silver,19.0,274.0,5.0,4.0,381.72,242.89,1370.77,1489.62
C103850,56.0,Mid,Tier 1,Silver,15.0,125.0,6.0,1.0,350.88,163.98,251.29,1189.11
C103851,20.0,High,Tier 2,Silver,18.0,12.0,10.0,5.0,327.12,226.94,1384.97,2016.44
C103852,23.0,Mid,Tier 1,Silver,22.0,57.0,8.0,1.0,444.81,274.41,142.68,1390.22
C103853,36.0,Mid,Tier 1,Platinum,19.0,199.0,7.0,3.0,652.99,237.03,1684.76,1861.39
C103854,43.0,Low,Tier 2,Gold,20.0,170.0,6.0,2.0,483.26,276.93,558.71,1331.13
C103855,55.0,Mid,Tier 1,Silver,15.0,313.0,4.0,1.0,304.46,178.07,236.33,573.49
C103856,37.0,Low,Tier 2,Gold,27.0,176.0,7.0,7.0,248.78,364.2,1244.55,1783.3
C103857,18.0,High,Tier 3,Silver,17.0,142.0,7.0,4.0,365.63,246.61,1230.78,1629.97
C103858,35.0,Mid,Tier 1,Silver,19.0,228.0,8.0,2.0,480.85,243.08,871.37,1537.48
C103859,41.0,Mid,Tier 1,Platinum,,306.0,6.0,8.0,485.49,282.32,3597.26,2779.22
C103860,46.0,Low,Tier 3,Silver,14.0,299.0,7.0,1.0,206.68,186.45,210.23,562.17
C103861,52.0,Mid,Tier 2,Silver,16.0,53.0,3.0,1.0,369.03,197.26,43.6,750.63
C103862,31.0,Mid,Tier 3,Platinum,15.0,153.0,6.0,5.0,597.02,172.43,2653.29,2571.57
C103863,50.0,Low,Tier 2,Silver,18.0,336.0,4.0,3.0,191.18,218.71,,590.58
C103864,51.0,High,Tier 2,Silver,15.0,295.0,3.0,4.0,493.02,181.75,1880.96,1146.36
C103865,,Mid,Tier 3,Silver,17.0,289.0,5.0,5.0,261.92,260.93,812.08,978.22
C103866,45.0,Mid,Tier 1,Silver,23.0,42.0,7.0,4.0,301.11,272.9,1122.31,1529.43
C103867,60.0,Low,Tier 3,Silver,18.0,143.0,6.0,5.0,224.37,312.75,1017.16,1814.37
C103868,29.0,Mid,Tier 2,Silver,16.0,304.0,6.0,4.0,324.61,149.54,1180.91,1068.54
C103869,55.0,Mid,Tier 3,Silver,20.0,47.0,5.0,4.0,352.37,252.75,1059.66,1714.05
C103870,20.0,High,Tier 1,Silver,21.0,262.0,6.0,6.0,698.14,228.08,3737.96,2712.69
C103871,,Low,Tier 2,Gold,18.0,190.0,,4.0,360.21,215.0,1273.72,1430.41
C103872,63.0,High,Tier 1,Platinum,18.0,266.0,9.0,5.0,866.07,196.52,4131.84,3484.19
C103873,43.0,Mid,Tier 3,Gold,,245.0,5.0,5.0,434.53,252.85,1947.77,1769.96
C103874,50.0,Low,Tier 1,Gold,12.0,34.0,4.0,3.0,314.85,131.39,877.45,1302.64
C103875,49.0,Low,Tier 1,Gold,19.0,47.0,3.0,4.0,437.1,,1425.9,1422.83
C103876,54.0,Low,Tier 3,Silver,15.0,123.0,5.0,4.0,180.0,226.9,466.92,694.85
C103877,31.0,High,Tier 2,Silver,20.0,341.0,1.0,2.0,494.85,247.67,760.15,475.86
C103878,27.0,Low,Tier 2,Silver,33.0,342.0,6.0,5.0,240.95,364.28,1113.98,1733.75
C103879,20.0,Mid,Tier 1,Silver,19.0,279.0,1.0,3.0,377.31,249.77,976.28,680.88
C103880,63.0,Mid,Tier 2,Platinum,21.0,87.0,1.0,5.0,683.57,218.64,3217.14,2158.1
C103881,29.0,High,Tier 1,Silver,24.0,348.0,7.0,3.0,467.93,274.51,1007.72,1923.54
C103882,48.0,Mid,Tier 2,Gold,14.0,262.0,2.0,4.0,472.19,173.64,1868.63,1309.76
C103883,42.0,Mid,Tier 2,Silver,21.0,109.0,2.0,6.0,311.61,253.64,1819.11,1340.01
C103884,26.0,Low,Tier 2,Silver,18.0,260.0,2.0,5.0,330.46,176.93,1294.64,1363.56
C103885,39.0,High,Tier 1,Silver,19.0,158.0,5.0,3.0,433.88,239.13,840.86,910.89
C103886,22.0,Low,Tier 1,Silver,24.0,175.0,10.0,5.0,271.11,286.81,1076.07,1854.67
C103887,27.0,Low,Tier 2,Silver,20.0,87.0,8.0,4.0,184.84,287.36,428.99,1639.72
C103888,25.0,High,Tier 1,Gold,19.0,235.0,4.0,4.0,,242.87,3132.05,2193.45
C103889,61.0,Low,Tier 1,Silver,22.0,100.0,4.0,3.0,401.12,300.77,767.07,1314.34
C103890,48.0,Low,Tier 2,Gold,19.0,337.0,4.0,5.0,267.57,204.44,1020.07,1239.76
C103891,67.0,Mid,Tier 2,Platinum,27.0,53.0,1.0,,464.04,284.56,2316.3,2351.32
C103892,41.0,Low,Tier 2,Silver,21.0,92.0,5.0,7.0,223.0,285.14,,1699.06
C103893,28.0,Low,Tier 2,Platinum,14.0,45.0,7.0,5.0,480.78,176.7,2246.76,2353.48
C103894,50.0,Mid,Tier 3,Silver,22.0,88.0,5.0,3.0,334.71,371.64,449.85,1009.6
C103895,67.0,Mid,Tier 2,Silver,23.0,245.0,6.0,5.0,316.01,304.11,1664.44,1577.45
C103896,46.0,Mid,Tier 3,Silver,15.0,346.0,6.0,3.0,403.19,248.05,659.12,753.42
C103897,18.0,Low,Tier 2,Gold,22.0,57.0,6.0,4.0,353.62,275.4,1073.51,1801.78
C103898,34.0,Mid,Tier 1,Silver,18.0,81.0,7.0,3.0,332.15,194.59,829.54,1207.13
C103899,67.0,High,Tier 3,Gold,19.0,48.0,4.0,,363.63,243.27,3183.16,2636.52
C103900,45.0,Low,Tier 3,Platinum,20.0,295.0,5.0,5.0,541.16,227.2,2356.52,1729.41
C103901,68.0,Low,Tier 2,Silver,18.0,195.0,4.0,1.0,238.09,202.91,0.0,625.91
C103902,44.0,Low,Tier 1,Gold,25.0,133.0,3.0,3.0,185.81,299.74,134.31,722.28
C103903,18.0,Mid,Tier 1,Gold,,257.0,9.0,4.0,526.21,285.49,2039.34,2541.84
C103904,64.0,Low,Tier 2,Silver,30.0,31.0,9.0,3.0,127.69,360.41,0.0,1098.09
C103905,58.0,Mid,Tier 2,Silver,23.0,284.0,2.0,2.0,451.66,222.79,805.82,940.82
C103906,55.0,High,Tier 2,Silver,16.0,34.0,5.0,1.0,569.32,196.95,406.59,1074.41
C103907,69.0,Low,Tier 2,Silver,24.0,212.0,5.0,5.0,243.24,,937.94,1219.62
C103908,28.0,Mid,Tier 2,Gold,19.0,11.0,4.0,3.0,348.29,208.1,980.67,1532.88
C103909,66.0,Low,Tier 1,Silver,21.0,73.0,3.0,1.0,340.27,216.14,34.54,753.16
C103910,30.0,Low,Tier 1,Silver,15.0,228.0,5.0,2.0,,140.65,773.43,785.09
C103911,69.0,Mid,Tier 1,Gold,17.0,209.0,7.0,,,188.18,819.91,1474.73
C103912,28.0,Mid,Tier 3,Gold,16.0,163.0,3.0,1.0,363.21,219.1,0.0,682.23
C103913,47.0,High,Tier 2,Platinum,28.0,229.0,4.0,8.0,695.82,340.68,5214.69,3461.83
C103914,59.0,Mid,Tier 3,Silver,27.0,306.0,5.0,4.0,286.92,411.83,730.61,1172.46
C103915,22.0,Low,Tier 2,,19.0,94.0,3.0,3.0,315.29,203.78,447.95,1146.95
C103916,21.0,Mid,Tier 3,Silver,13.0,355.0,2.0,,275.18,171.54,811.49,542.58
C103917,63.0,Low,Tier 2,Gold,,52.0,2.0,2.0,250.33,138.89,420.2,686.63
C103918,21.0,High,Tier 3,Silver,17.0,358.0,2.0,1.0,557.29,261.75,313.08,59.79
C103919,50.0,Mid,Tier 3,Silver,16.0,338.0,5.0,3.0,295.45,218.51,,737.76
C103920,67.0,Low,Tier 2,Platinum,13.0,156.0,3.0,4.0,377.42,149.83,1514.21,1334.4
C103921,50.0,Mid,Tier 1,Gold,23.0,35.0,3.0,7.0,518.66,308.4,3215.07,2731.81
C103922,43.0,Mid,Tier 2,Gold,18.0,148.0,4.0,5.0,456.56,218.35,1975.87,1917.13
C103923,40.0,Mid,Tier 1,Silver,18.0,,9.0,3.0,397.35,258.04,,1625.49
C103924,51.0,Low,Tier 1,Gold,18.0,212.0,3.0,7.0,286.14,,1829.81,1387.61
C103925,48.0,Low,Tier 2,Silver,15.0,84.0,7.0,1.0,261.73,168.98,27.09,918.24
C103926,44.0,Low,Tier 3,Silver,19.0,24.0,12.0,4.0,247.83,239.76,891.56,2452.65
C103927,26.0,Mid,Tier 1,Silver,20.0,326.0,6.0,6.0,428.19,235.71,2457.91,1781.81
C103928,,Mid,Tier 1,Silver,19.0,317.0,8.0,4.0,423.64,253.2,1500.38,1765.31
C103929,57.0,Low,Tier 3,Silver,13.0,183.0,3.0,3.0,251.1,145.15,555.27,590.64
C103930,55.0,Mid,Tier 1,Gold,22.0,311.0,5.0,6.0,417.29,248.57,2386.24,2155.07
C103931,21.0,Mid,Tier 1,Silver,18.0,,4.0,1.0,605.76,194.93,410.53,582.48
C103932,55.0,Low,Tier 2,Gold,18.0,336.0,3.0,5.0,364.41,205.17,1645.66,1058.72
C103933,56.0,High,Tier 3,Platinum,21.0,303.0,9.0,6.0,741.11,314.03,3900.44,3691.31
C103934,27.0,Mid,Tier 2,Silver,20.0,16.0,6.0,,398.86,244.72,1396.2,1860.68
C103935,62.0,Mid,Tier 2,Gold,13.0,276.0,4.0,2.0,427.89,160.22,700.72,892.57
C103936,45.0,Mid,Tier 2,Silver,10.0,336.0,5.0,1.0,269.96,84.95,171.15,227.49
C103937,43.0,Low,Tier 1,Platinum,19.0,64.0,7.0,10.0,465.42,245.57,4338.24,3586.84
C103938,56.0,High,Tier 3,Silver,14.0,24.0,4.0,1.0,348.58,231.33,0.0,563.34
C103939,45.0,Mid,Tier 3,Silver,,126.0,3.0,2.0,193.22,309.44,69.78,624.14
C103940,46.0,Mid,Tier 2,Silver,18.0,301.0,3.0,4.0,516.91,193.49,1613.99,878.06
C103941,34.0,High,Tier 1,Platinum,13.0,300.0,1.0,4.0,934.37,176.27,3533.15,2125.79
C103942,67.0,High,Tier 1,Silver,13.0,213.0,6.0,2.0,551.3,189.34,845.1,1314.11
C103943,69.0,High,Tier 1,Gold,26.0,359.0,5.0,7.0,684.44,321.38,4626.86,3181.56
C103944,24.0,Low,Tier 1,Silver,22.0,59.0,,2.0,350.47,245.78,679.49,1461.57
C103945,56.0,Low,Tier 1,Gold,23.0,321.0,4.0,5.0,366.96,249.42,1402.43,1189.92
C103946,19.0,Mid,Tier 3,Silver,18.0,318.0,8.0,5.0,265.13,276.14,1143.32,1840.68
C103947,37.0,Mid,Tier 1,Silver,20.0,347.0,6.0,1.0,510.74,200.85,,614.11
C103948,69.0,Mid,Tier 2,Silver,15.0,106.0,8.0,2.0,275.85,145.07,349.16,1257.0
C103949,27.0,Mid,Tier 2,Silver,21.0,234.0,5.0,3.0,443.88,257.26,1014.8,1113.18
C103950,37.0,Low,Tier 3,Gold,19.0,100.0,3.0,4.0,296.35,320.66,1020.22,1060.96
C103951,29.0,Low,Tier 3,Gold,18.0,176.0,6.0,3.0,314.51,293.68,635.56,1558.08
C103952,56.0,Mid,Tier 2,,22.0,351.0,5.0,5.0,320.71,273.5,1380.28,1608.82
C103953,42.0,Low,Tier 1,Silver,18.0,188.0,4.0,1.0,208.65,163.77,0.0,491.2
C103954,49.0,Mid,Tier 2,Silver,,281.0,5.0,,,250.57,0.0,1354.66
C103955,,Mid,Tier 1,Gold,26.0,167.0,6.0,6.0,525.89,307.65,2780.67,2809.19
C103956,45.0,Mid,Tier 1,Gold,18.0,0.0,7.0,3.0,432.05,260.12,1035.78,2002.38
C103957,56.0,Mid,Tier 1,Platinum,18.0,56.0,6.0,3.0,573.97,193.7,1608.4,2021.66
C103958,23.0,Mid,,Platinum,19.0,246.0,9.0,,560.14,299.47,2990.68,3154.52
C103959,29.0,Mid,Tier 1,Silver,19.0,111.0,6.0,3.0,433.44,235.72,1232.36,1631.01
C103960,68.0,Low,Tier 2,Silver,22.0,114.0,4.0,3.0,156.87,249.65,187.59,667.01
C103961,63.0,Mid,Tier 2,Platinum,22.0,33.0,4.0,5.0,652.89,253.73,2927.4,2600.95
C103962,52.0,Mid,Tier 2,Silver,21.0,300.0,7.0,6.0,449.95,209.9,2592.81,2215.67
C103963,38.0,Low,Tier 1,Silver,15.0,32.0,4.0,5.0,279.68,190.99,1291.98,1198.57
C103964,28.0,Mid,Tier 3,Silver,18.0,196.0,4.0,2.0,176.56,239.55,0.0,757.62
C103965,63.0,High,Tier 2,Gold,24.0,114.0,6.0,3.0,476.83,309.22,,1860.69
C103966,59.0,Low,Tier 2,Gold,,331.0,5.0,10.0,281.49,234.36,2514.73,2037.27
C103967,30.0,,Tier 2,Platinum,18.0,243.0,9.0,8.0,653.96,208.59,4996.42,4345.5
C103968,49.0,High,Tier 3,Silver,18.0,25.0,6.0,3.0,436.05,195.77,1006.13,1597.19
C103969,50.0,High,Tier 3,Silver,19.0,224.0,6.0,4.0,326.32,282.25,970.66,1559.41
C103970,43.0,Mid,Tier 2,Silver,16.0,60.0,3.0,1.0,465.82,204.77,54.23,418.15
C103971,67.0,Mid,Tier 2,Gold,15.0,204.0,5.0,1.0,432.66,211.47,255.62,723.24
C103972,24.0,High,Tier 1,Silver,21.0,89.0,3.0,6.0,606.82,230.88,3332.76,2468.36
C103973,31.0,Mid,Tier 1,Platinum,16.0,274.0,6.0,6.0,617.72,198.62,3468.99,2777.77
C103974,23.0,Low,Tier 1,Silver,20.0,173.0,2.0,6.0,147.28,249.99,750.46,867.04
C103975,54.0,Low,Tier 1,Gold,18.0,154.0,4.0,5.0,235.61,184.09,1046.83,1472.89
C103976,52.0,Mid,Tier 1,Gold,21.0,321.0,3.0,6.0,435.22,236.35,2372.59,2414.85
C103977,70.0,,Tier 3,Silver,17.0,161.0,3.0,6.0,338.67,209.2,2057.02,1321.64
C103978,46.0,Low,Tier 3,Gold,24.0,86.0,6.0,1.0,329.04,312.51,0.0,1032.78
C103979,25.0,Low,Tier 3,,17.0,189.0,7.0,5.0,384.5,232.92,1695.57,1933.09
C103980,41.0,Mid,Tier 2,Gold,20.0,296.0,5.0,5.0,435.23,222.69,2103.9,2217.92
C103981,22.0,Mid,Tier 2,Gold,17.0,24.0,5.0,4.0,429.15,203.57,1693.98,1859.19
C103982,53.0,High,Tier 1,Gold,20.0,103.0,9.0,,600.91,255.66,3170.2,3151.04
C103983,53.0,Mid,Tier 2,Silver,19.0,212.0,8.0,6.0,422.75,242.81,2203.58,2195.87
C103984,63.0,High,Tier 1,Platinum,14.0,88.0,6.0,1.0,984.97,187.66,931.89,1638.27
C103985,36.0,High,Tier 2,Platinum,20.0,274.0,9.0,5.0,705.34,233.36,3235.4,3058.53
C103986,34.0,Low,Tier 3,Gold,22.0,20.0,5.0,5.0,285.3,301.35,1130.16,1831.26
C103987,21.0,Mid,Tier 3,Platinum,28.0,96.0,5.0,16.0,531.54,366.27,8078.34,5816.67
C103988,40.0,Low,Tier 1,,18.0,215.0,6.0,2.0,236.85,233.49,236.9,857.91
C103989,43.0,High,Tier 2,Silver,18.0,312.0,5.0,,329.96,240.41,1982.34,1826.77
C103990,57.0,Low,Tier 1,Silver,15.0,129.0,5.0,1.0,312.83,211.32,,615.47
C103991,57.0,Mid,Tier 1,Silver,20.0,97.0,5.0,5.0,448.05,247.86,1983.69,1978.57
C103992,25.0,High,Tier 1,Silver,22.0,339.0,6.0,5.0,468.37,252.33,2034.35,1723.17
C103993,33.0,Low,Tier 1,Gold,15.0,187.0,4.0,3.0,375.66,,987.04,868.15
C103994,45.0,High,Tier 2,Silver,13.0,,4.0,2.0,637.23,122.49,992.26,1339.6
C103995,35.0,Low,Tier 2,Silver,17.0,320.0,5.0,2.0,350.42,154.96,578.27,670.91
C103996,19.0,Mid,Tier 1,Gold,13.0,10.0,5.0,4.0,543.11,181.7,2188.56,1982.44
C103997,62.0,Mid,Tier 3,Gold,24.0,270.0,3.0,5.0,350.46,,1550.25,1358.61
C103998,56.0,Mid,Tier 2,Platinum,22.0,331.0,5.0,5.0,610.14,322.4,2812.71,2663.75
C103999,45.0,Mid,Tier 2,Silver,17.0,210.0,7.0,5.0,218.6,200.99,923.43,1704.36
C104000,34.0,High,Tier 2,Gold,22.0,334.0,4.0,5.0,582.23,265.43,2560.17,1687.01
C104001,62.0,Low,Tier 2,Silver,15.0,227.0,4.0,6.0,220.25,189.05,1072.98,855.94
C104002,19.0,Mid,Tier 2,Silver,14.0,218.0,4.0,2.0,,182.96,740.07,1225.88
C104003,41.0,High,Tier 2,Gold,20.0,39.0,6.0,5.0,415.94,223.12,1839.15,2530.06
C104004,60.0,Mid,Tier 3,Silver,16.0,65.0,7.0,1.0,515.48,229.14,539.92,1436.27
C104005,68.0,Low,Tier 2,Gold,17.0,255.0,3.0,2.0,292.44,223.28,151.9,570.82
C104006,31.0,High,Tier 2,Silver,15.0,249.0,7.0,6.0,601.3,219.76,3362.93,2661.85
C104007,52.0,Low,Tier 1,Silver,19.0,223.0,6.0,6.0,359.71,205.12,1885.77,1803.08
C104008,28.0,Mid,Tier 3,Silver,19.0,76.0,7.0,6.0,340.64,279.45,1857.4,1891.46
C104009,24.0,Mid,Tier 2,Silver,23.0,30.0,8.0,2.0,368.81,278.3,578.02,1806.31
C104010,36.0,Mid,Tier 1,Silver,20.0,31.0,2.0,3.0,408.38,233.08,837.55,855.3
C104011,64.0,Low,Tier 3,Silver,29.0,45.0,4.0,4.0,197.33,447.94,180.38,1166.97
C104012,54.0,Low,Tier 2,Silver,17.0,,9.0,1.0,296.09,,0.0,1301.29
C104013,43.0,Mid,Tier 1,Gold,21.0,355.0,2.0,4.0,486.82,261.16,1752.03,1460.22
C104014,32.0,Low,Tier 1,Silver,21.0,285.0,5.0,4.0,345.53,232.47,1202.06,1187.77
C104015,25.0,Mid,Tier 2,Gold,18.0,65.0,6.0,6.0,470.29,180.35,2445.63,2174.57
C104016,32.0,Mid,Tier 3,Gold,24.0,112.0,8.0,8.0,361.61,343.39,2584.77,2592.68
C104017,26.0,Mid,,Silver,24.0,327.0,6.0,4.0,309.6,311.59,945.82,1292.05
C104018,27.0,Low,Tier 1,Silver,21.0,164.0,7.0,3.0,323.18,246.81,715.67,1394.94
C104019,54.0,Low,Tier 2,Gold,18.0,100.0,3.0,5.0,361.75,222.48,1656.91,1339.41
C104020,25.0,High,Tier 2,Gold,19.0,120.0,6.0,4.0,551.04,276.86,1954.57,1992.96
C104021,20.0,Mid,Tier 1,Silver,14.0,,4.0,2.0,321.8,184.21,469.09,838.45
C104022,46.0,Low,Tier 3,Gold,17.0,198.0,2.0,3.0,315.59,246.5,840.24,997.52
C104023,33.0,Low,Tier 1,Silver,24.0,203.0,6.0,4.0,330.15,254.37,1249.65,1601.61
C104024,42.0,Low,Tier 3,Silver,16.0,194.0,3.0,5.0,245.52,254.54,923.86,1059.17
C104025,25.0,High,Tier 3,Silver,23.0,229.0,8.0,5.0,417.68,347.94,1732.83,2071.15
C104026,29.0,Low,Tier 1,Silver,25.0,108.0,5.0,4.0,365.39,320.64,1221.56,1606.24
C104027,41.0,Low,Tier 2,Silver,16.0,182.0,4.0,2.0,184.67,160.68,186.05,750.96
C104028,54.0,Mid,Tier 3,Silver,20.0,303.0,2.0,1.0,247.96,287.05,44.45,61.21
C104029,39.0,Low,Tier 2,Silver,14.0,127.0,6.0,1.0,216.65,182.5,49.67,1192.81
C104030,46.0,Low,Tier 2,Gold,25.0,359.0,4.0,3.0,318.79,263.31,786.21,1053.27
C104031,45.0,High,Tier 1,Silver,20.0,182.0,6.0,8.0,492.56,243.31,3777.74,2932.49
C104032,32.0,Mid,Tier 1,Gold,17.0,137.0,3.0,3.0,454.01,231.16,1120.78,1259.63
C104033,32.0,Low,Tier 2,Platinum,22.0,256.0,7.0,6.0,492.52,247.96,2814.76,2854.61
C104034,40.0,Mid,Tier 1,Silver,15.0,143.0,2.0,3.0,395.9,206.49,1066.66,1006.98
C104035,19.0,Low,Tier 1,Silver,16.0,145.0,4.0,4.0,366.04,192.69,1549.72,1568.19
C104036,54.0,Low,Tier 2,Silver,27.0,137.0,3.0,1.0,262.88,326.42,0.0,704.36
C104037,50.0,Mid,Tier 1,Platinum,23.0,199.0,,7.0,587.02,300.6,3888.45,2889.07
C104038,34.0,Mid,Tier 3,Silver,23.0,15.0,5.0,6.0,403.58,310.71,2235.91,1759.26
C104039,37.0,Mid,Tier 3,Silver,29.0,138.0,6.0,7.0,282.69,378.81,1867.33,2259.55
C104040,35.0,High,Tier 3,Platinum,,281.0,7.0,5.0,707.49,337.63,3138.04,3016.21
C104041,52.0,Low,Tier 1,Silver,17.0,120.0,4.0,4.0,360.67,212.2,1243.8,1116.35
C104042,58.0,High,Tier 2,Silver,20.0,197.0,5.0,4.0,457.36,248.75,1525.42,1335.25
C104043,23.0,Mid,Tier 3,Platinum,26.0,109.0,4.0,6.0,483.75,383.87,2731.91,2274.4
C104044,39.0,Low,Tier 2,Platinum,18.0,344.0,5.0,4.0,357.3,197.39,1139.43,1199.44
C104045,18.0,High,Tier 2,Silver,24.0,81.0,2.0,4.0,480.82,299.88,1564.6,1267.5
C104046,41.0,Low,Tier 2,Silver,16.0,284.0,2.0,1.0,201.13,189.37,0.0,214.92
C104047,31.0,Mid,Tier 2,Silver,22.0,278.0,3.0,1.0,327.75,302.17,0.0,455.8
C104048,35.0,,Tier 1,Silver,13.0,148.0,2.0,5.0,373.64,178.23,,1231.59
C104049,42.0,Low,Tier 2,Silver,22.0,360.0,3.0,6.0,216.84,276.98,1011.77,792.17
C104050,35.0,High,Tier 1,Silver,20.0,361.0,2.0,4.0,564.28,235.47,1993.94,1105.15
C104051,38.0,Low,Tier 3,Gold,13.0,10.0,8.0,5.0,386.33,176.52,1828.36,1998.8
C104052,58.0,High,Tier 2,Gold,25.0,208.0,3.0,3.0,652.56,294.34,1755.62,1509.26
C104053,60.0,Low,Tier 1,Platinum,22.0,71.0,4.0,8.0,327.23,270.88,2264.53,2299.43
C104054,18.0,Low,Tier 2,Gold,16.0,365.0,6.0,6.0,331.03,216.46,1777.26,1349.13
C104055,38.0,Mid,Tier 2,Silver,10.0,352.0,5.0,2.0,527.14,,956.95,874.09
C104056,62.0,High,Tier 1,Silver,19.0,154.0,8.0,1.0,550.41,215.47,335.35,1104.05
C104057,46.0,Low,Tier 3,Silver,15.0,125.0,7.0,1.0,209.47,253.4,135.4,791.71
C104058,28.0,High,Tier 2,Silver,17.0,299.0,3.0,2.0,574.47,189.74,1008.69,1036.05
C104059,49.0,Low,Tier 2,Silver,28.0,142.0,5.0,7.0,260.16,314.85,1630.6,2044.77
C104060,25.0,Mid,Tier 3,Gold,14.0,267.0,7.0,1.0,487.11,233.64,228.77,1076.26
C104061,19.0,Mid,Tier 2,Silver,12.0,242.0,4.0,3.0,336.31,156.54,715.94,583.11
C104062,51.0,Low,Tier 2,Silver,16.0,103.0,7.0,2.0,295.49,197.52,522.09,1433.13
